,birth_country,year,destination,values
351,Tunisia,2011,New South Wales,250
352,Western Sahara,2011,New South Wales,0
353,Sp North Africa,2011,New South Wales,0
354,South Sudan,2011,New South Wales,630
355,Bahrain,2011,New South Wales,470
356,Gaza Str/W Bank,2011,New South Wales,"1,660"
357,Iran,2011,New South Wales,"17,970"
358,Iraq,2011,New South Wales,"33,580"
359,Israel,2011,New South Wales,"4,000"
360,Jordan,2011,New South Wales,"3,600"
361,Kuwait,2011,New South Wales,"2,180"
362,Lebanon,2011,New South Wales,"66,450"
363,Oman,2011,New South Wales,220
364,Qatar,2011,New South Wales,220
365,Saudi Arabia,2011,New South Wales,"3,750"
366,Syria,2011,New South Wales,"5,950"
367,Turkey,2011,New South Wales,"15,980"
368,Unit Arab Emir,2011,New South Wales,"1,610"
369,Yemen,2011,New South Wales,180
370,Myanmar,2011,New South Wales,"5,790"
371,Cambodia,2011,New South Wales,"12,840"
372,Laos,2011,New South Wales,"5,830"
373,Thailand,2011,New South Wales,"20,530"
374,Vietnam,2011,New South Wales,"80,640"
375,Brunei,2011,New South Wales,470
376,Indonesia,2011,New South Wales,"30,920"
377,Malaysia,2011,New South Wales,"31,420"
378,Philippines,2011,New South Wales,"79,380"
379,Singapore,2011,New South Wales,"12,900"
380,Timor-Leste,2011,New South Wales,"2,470"
381,China,2011,New South Wales,"190,000"
382,Hong Kong,2011,New South Wales,"44,140"
383,Macau,2011,New South Wales,"1,270"
384,Mongolia,2011,New South Wales,320
385,Taiwan,2011,New South Wales,"10,120"
386,Japan,2011,New South Wales,"14,160"
387,"Korea, North",2011,New South Wales,170
388,"Korea, South",2011,New South Wales,"47,720"
389,Bangladesh,2011,New South Wales,"19,500"
390,Bhutan,2011,New South Wales,500
391,India,2011,New South Wales,"109,100"
392,Maldives,2011,New South Wales,60
393,Nepal,2011,New South Wales,"17,310"
394,Pakistan,2011,New South Wales,"15,070"
395,Sri Lanka,2011,New South Wales,"27,510"
396,Afghanistan,2011,New South Wales,"10,360"
397,Armenia,2011,New South Wales,690
398,Azerbaijan,2011,New South Wales,140
399,Georgia,2011,New South Wales,200
400,Kazakhstan,2011,New South Wales,370
401,Kyrgyzstan,2011,New South Wales,100
402,Tajikistan,2011,New South Wales,40
403,Turkmenistan,2011,New South Wales,30
404,Uzbekistan,2011,New South Wales,440
405,Bermuda,2011,New South Wales,160
406,Canada,2011,New South Wales,"14,290"
407,St Pierre/Mique,2011,New South Wales,0
408,USA,2011,New South Wales,"31,350"
409,Argentina,2011,New South Wales,"6,650"
410,Bolivia,2011,New South Wales,570
411,Brazil,2011,New South Wales,"7,670"
412,Chile,2011,New South Wales,"14,450"
413,Colombia,2011,New South Wales,"5,190"
414,Ecuador,2011,New South Wales,"1,490"
415,Falkland Is,2011,New South Wales,30
416,French Guiana,2011,New South Wales,10
417,Guyana,2011,New South Wales,180
418,Paraguay,2011,New South Wales,250
419,Peru,2011,New South Wales,"6,010"
420,Suriname,2011,New South Wales,30
421,Uruguay,2011,New South Wales,"7,440"
422,Venezuela,2011,New South Wales,"1,360"
423,"S America, nec",2011,New South Wales,0
424,Belize,2011,New South Wales,30
425,Costa Rica,2011,New South Wales,220
426,El Salvador,2011,New South Wales,"2,150"
427,Guatemala,2011,New South Wales,130
428,Honduras,2011,New South Wales,100
429,Mexico,2011,New South Wales,"1,370"
430,Nicaragua,2011,New South Wales,500
431,Panama,2011,New South Wales,110
432,Anguilla,2011,New South Wales,0
433,Antigua/Barbuda,2011,New South Wales,10
434,Aruba,2011,New South Wales,20
435,Bahamas,2011,New South Wales,80
436,Barbados,2011,New South Wales,90
437,Cayman Islands,2011,New South Wales,20
438,Cuba,2011,New South Wales,340
439,Dominica,2011,New South Wales,10
440,Dominican Rep,2011,New South Wales,50
441,Grenada,2011,New South Wales,70
442,Guadeloupe,2011,New South Wales,10
443,Haiti,2011,New South Wales,30
444,Jamaica,2011,New South Wales,330
445,Martinique,2011,New South Wales,10
446,Montserrat,2011,New South Wales,0
447,Puerto Rico,2011,New South Wales,50
448,St Kitts/Nevis,2011,New South Wales,20
449,St Lucia,2011,New South Wales,10
450,St Vinc/Grenad,2011,New South Wales,20
451,Trinidad/Tobago,2011,New South Wales,410
452,Turks/Caicos Is,2011,New South Wales,0
453,"Virgin Is, Brit",2011,New South Wales,10
454,"Virgin Is, US",2011,New South Wales,10
455,St Barthelemy,2011,New South Wales,0
456,St Martin (Fr),2011,New South Wales,0
457,Bonaire/SE/Saba,2011,New South Wales,0
458,Curacao,2011,New South Wales,50
459,Sint Maarten Dp,2011,New South Wales,0
460,Benin,2011,New South Wales,20
461,Burkina Faso,2011,New South Wales,10
462,Cameroon,2011,New South Wales,70
463,Cabo Verde,2011,New South Wales,10
464,Cent Africa Rep,2011,New South Wales,0
465,Chad,2011,New South Wales,20
466,"Congo, Rep",2011,New South Wales,200
467,"Congo, Dem Rep",2011,New South Wales,530
468,Cote d'Ivoire,2011,New South Wales,120
469,Equator Guinea,2011,New South Wales,0
470,Gabon,2011,New South Wales,10
471,Gambia,2011,New South Wales,50
472,Ghana,2011,New South Wales,"2,260"
473,Guinea,2011,New South Wales,220
474,Guinea-Bissau,2011,New South Wales,10
475,Liberia,2011,New South Wales,620
476,Mali,2011,New South Wales,20
477,Mauritania,2011,New South Wales,20
478,Niger,2011,New South Wales,10
479,Nigeria,2011,New South Wales,"1,700"
480,Sao Tome/Princ,2011,New South Wales,10
481,Senegal,2011,New South Wales,180
482,Sierra Leone,2011,New South Wales,"1,750"
483,Togo,2011,New South Wales,100
484,Angola,2011,New South Wales,200
485,Botswana,2011,New South Wales,230
486,Burundi,2011,New South Wales,240
487,Comoros,2011,New South Wales,0
488,Djibouti,2011,New South Wales,30
489,Eritrea,2011,New South Wales,230
490,Ethiopia,2011,New South Wales,"1,270"
491,Kenya,2011,New South Wales,"3,170"
492,Lesotho,2011,New South Wales,40
493,Madagascar,2011,New South Wales,70
494,Malawi,2011,New South Wales,190
495,Mauritius,2011,New South Wales,"6,580"
496,Mayotte,2011,New South Wales,0
497,Mozambique,2011,New South Wales,200
498,Namibia,2011,New South Wales,230
499,Reunion,2011,New South Wales,80
500,Rwanda,2011,New South Wales,120
501,St Helena,2011,New South Wales,10
502,Seychelles,2011,New South Wales,260
503,Somalia,2011,New South Wales,720
504,South Africa,2011,New South Wales,"44,750"
505,Eswatini,2011,New South Wales,90
506,Tanzania,2011,New South Wales,910
507,Uganda,2011,New South Wales,830
508,Zambia,2011,New South Wales,"1,210"
509,Zimbabwe,2011,New South Wales,"6,400"
510,"S & E Afr, nec",2011,New South Wales,10
511,Inadequately described,2011,New South Wales,0
512,Australia,2011,Victoria,"3,948,070"
513,Norfolk Island,2011,Victoria,10
514,"Aust E T, nec",2011,Victoria,0
515,New Zealand,2011,Victoria,"89,270"
516,New Caledonia,2011,Victoria,100
517,PNG,2011,Victoria,"2,860"
518,Solomon Islands,2011,Victoria,170
519,Vanuatu,2011,Victoria,150
520,Guam,2011,Victoria,20
521,Kiribati,2011,Victoria,100
522,Marshall Is,2011,Victoria,10
523,"Micronesia, F S",2011,Victoria,0
524,Nauru,2011,Victoria,260
525,N Mariana Is,2011,Victoria,0
526,Palau,2011,Victoria,0
527,Cook Islands,2011,Victoria,"1,900"
528,Fiji,2011,Victoria,"11,060"
529,French Poly,2011,Victoria,40
530,Niue,2011,Victoria,100
531,Samoa,2011,Victoria,"4,540"
532,Samoa American,2011,Victoria,60
533,Tokelau,2011,Victoria,20
534,Tonga,2011,Victoria,"1,620"
535,Tuvalu,2011,Victoria,30
536,Wallis/Futuna,2011,Victoria,0
537,Pitcairn Is,2011,Victoria,0
538,"Polynesia, nec",2011,Victoria,0
539,Adelie Land,2011,Victoria,0
540,Argentinian A T,2011,Victoria,0
541,Australian A T,2011,Victoria,0
542,British A T,2011,Victoria,0
543,Chilean A T,2011,Victoria,0
544,Queen Maud Land,2011,Victoria,0
545,Ross Dependency,2011,Victoria,0
546,England,2011,Victoria,"184,620"
547,Isle of Man,2011,Victoria,140
548,N'thern Ireland,2011,Victoria,"6,840"
549,Scotland,2011,Victoria,"30,950"
550,Wales,2011,Victoria,"5,580"
551,Guernsey,2011,Victoria,130
552,Jersey,2011,Victoria,180
553,Ireland,2011,Victoria,"16,730"
554,Austria,2011,Victoria,"5,270"
555,Belgium,2011,Victoria,"1,480"
556,France,2011,Victoria,"6,580"
557,Germany,2011,Victoria,"32,220"
558,Liechtenstein,2011,Victoria,10
559,Luxembourg,2011,Victoria,70
560,Monaco,2011,Victoria,10
561,Netherlands,2011,Victoria,"24,640"
562,Switzerland,2011,Victoria,"2,760"
563,Denmark,2011,Victoria,"1,820"
564,Faroe Islands,2011,Victoria,10
565,Finland,2011,Victoria,"1,470"
566,Greenland,2011,Victoria,10
567,Iceland,2011,Victoria,110
568,Norway,2011,Victoria,830
569,Sweden,2011,Victoria,"2,160"
570,Aland Islands,2011,Victoria,20
571,Andorra,2011,Victoria,0
572,Gibraltar,2011,Victoria,100
573,Holy See,2011,Victoria,0
574,Italy,2011,Victoria,"82,670"
575,Malta,2011,Victoria,"22,780"
576,Portugal,2011,Victoria,"3,220"
577,San Marino,2011,Victoria,0
578,Spain,2011,Victoria,"3,580"
579,Albania,2011,Victoria,"1,820"
580,Bosnia/Herzegov,2011,Victoria,"13,940"
581,Bulgaria,2011,Victoria,"1,120"
582,Croatia,2011,Victoria,"23,520"
583,Cyprus,2011,Victoria,"9,540"
584,North Macedonia,2011,Victoria,"22,690"
585,Greece,2011,Victoria,"60,120"
586,Moldova,2011,Victoria,590
587,Romania,2011,Victoria,"6,350"
588,Slovenia,2011,Victoria,"3,230"
589,Montenegro,2011,Victoria,790
590,Serbia,2011,Victoria,"12,250"
591,Kosovo,2011,Victoria,720
592,Belarus,2011,Victoria,"1,050"
593,Czechia,2011,Victoria,"3,120"
594,Estonia,2011,Victoria,450
595,Hungary,2011,Victoria,"6,430"
596,Latvia,2011,Victoria,"1,780"
597,Lithuania,2011,Victoria,"1,050"
598,Poland,2011,Victoria,"19,250"
599,Russia,2011,Victoria,"7,040"
600,Slovakia,2011,Victoria,"1,200"
601,Ukraine,2011,Victoria,"6,710"
602,Algeria,2011,Victoria,260
603,Egypt,2011,Victoria,"14,200"
604,Libya,2011,Victoria,"1,150"
605,Morocco,2011,Victoria,590
606,Sudan,2011,Victoria,"6,890"
607,Tunisia,2011,Victoria,170
608,Western Sahara,2011,Victoria,0
609,Sp North Africa,2011,Victoria,0
610,South Sudan,2011,Victoria,"1,230"
611,Bahrain,2011,Victoria,400
612,Gaza Str/W Bank,2011,Victoria,820
613,Iran,2011,Victoria,"8,550"
614,Iraq,2011,Victoria,"14,490"
615,Israel,2011,Victoria,"4,760"
616,Jordan,2011,Victoria,810
617,Kuwait,2011,Victoria,"1,370"
618,Lebanon,2011,Victoria,"18,470"
619,Oman,2011,Victoria,400
620,Qatar,2011,Victoria,170
621,Saudi Arabia,2011,Victoria,"3,330"
622,Syria,2011,Victoria,"2,590"
623,Turkey,2011,Victoria,"19,860"
624,Unit Arab Emir,2011,Victoria,"1,960"
625,Yemen,2011,Victoria,160
626,Myanmar,2011,Victoria,"6,220"
627,Cambodia,2011,Victoria,"12,970"
628,Laos,2011,Victoria,"2,430"
629,Thailand,2011,Victoria,"12,450"
630,Vietnam,2011,Victoria,"76,230"
631,Brunei,2011,Victoria,710
632,Indonesia,2011,Victoria,"17,670"
633,Malaysia,2011,Victoria,"45,690"
634,Philippines,2011,Victoria,"42,340"
635,Singapore,2011,Victoria,"15,550"
636,Timor-Leste,2011,Victoria,"5,560"
637,China,2011,Victoria,"112,750"
638,Hong Kong,2011,Victoria,"20,680"
639,Macau,2011,Victoria,730
640,Mongolia,2011,Victoria,120
641,Taiwan,2011,Victoria,"6,540"
642,Japan,2011,Victoria,"7,920"
643,"Korea, North",2011,Victoria,30
644,"Korea, South",2011,Victoria,"11,750"
645,Bangladesh,2011,Victoria,"5,730"
646,Bhutan,2011,Victoria,370
647,India,2011,Victoria,"126,820"
648,Maldives,2011,Victoria,110
649,Nepal,2011,Victoria,"4,860"
650,Pakistan,2011,Victoria,"10,390"
651,Sri Lanka,2011,Victoria,"50,450"
652,Afghanistan,2011,Victoria,"11,410"
653,Armenia,2011,Victoria,330
654,Azerbaijan,2011,Victoria,170
655,Georgia,2011,Victoria,190
656,Kazakhstan,2011,Victoria,400
657,Kyrgyzstan,2011,Victoria,100
658,Tajikistan,2011,Victoria,40
659,Turkmenistan,2011,Victoria,30
660,Uzbekistan,2011,Victoria,460
661,Bermuda,2011,Victoria,80
662,Canada,2011,Victoria,"9,070"
663,St Pierre/Mique,2011,Victoria,0
664,USA,2011,Victoria,"19,420"
665,Argentina,2011,Victoria,"4,140"
666,Bolivia,2011,Victoria,120
667,Brazil,2011,Victoria,"2,300"
668,Chile,2011,Victoria,"8,030"
669,Colombia,2011,Victoria,"3,240"
670,Ecuador,2011,Victoria,120
671,Falkland Is,2011,Victoria,30
672,French Guiana,2011,Victoria,0
673,Guyana,2011,Victoria,150
674,Paraguay,2011,Victoria,90
675,Peru,2011,Victoria,"1,400"
676,Suriname,2011,Victoria,30
677,Uruguay,2011,Victoria,"1,830"
678,Venezuela,2011,Victoria,820
679,"S America, nec",2011,Victoria,0
680,Belize,2011,Victoria,10
681,Costa Rica,2011,Victoria,90
682,El Salvador,2011,Victoria,"3,530"
683,Guatemala,2011,Victoria,150
684,Honduras,2011,Victoria,60
685,Mexico,2011,Victoria,"1,020"
686,Nicaragua,2011,Victoria,80
687,Panama,2011,Victoria,30
688,Anguilla,2011,Victoria,0
689,Antigua/Barbuda,2011,Victoria,10
690,Aruba,2011,Victoria,10
691,Bahamas,2011,Victoria,40
692,Barbados,2011,Victoria,70
693,Cayman Islands,2011,Victoria,10
694,Cuba,2011,Victoria,170
695,Dominica,2011,Victoria,10
696,Dominican Rep,2011,Victoria,40
697,Grenada,2011,Victoria,10
698,Guadeloupe,2011,Victoria,0
699,Haiti,2011,Victoria,50
700,Jamaica,2011,Victoria,180
