,birth_country,year,destination,values
437,Cayman Islands,2001,New South Wales,0
438,Cuba,2001,New South Wales,290
439,Dominica,2001,New South Wales,10
440,Dominican Rep,2001,New South Wales,10
441,Grenada,2001,New South Wales,60
442,Guadeloupe,2001,New South Wales,10
443,Haiti,2001,New South Wales,20
444,Jamaica,2001,New South Wales,270
445,Martinique,2001,New South Wales,10
446,Montserrat,2001,New South Wales,0
447,Puerto Rico,2001,New South Wales,60
448,St Kitts/Nevis,2001,New South Wales,10
449,St Lucia,2001,New South Wales,10
450,St Vinc/Grenad,2001,New South Wales,30
451,Trinidad/Tobago,2001,New South Wales,380
452,Turks/Caicos Is,2001,New South Wales,0
453,"Virgin Is, Brit",2001,New South Wales,0
454,"Virgin Is, US",2001,New South Wales,0
455,St Barthelemy,2001,New South Wales,0
456,St Martin (Fr),2001,New South Wales,0
457,Bonaire/SE/Saba,2001,New South Wales,0
458,Curacao,2001,New South Wales,20
459,Sint Maarten Dp,2001,New South Wales,0
460,Benin,2001,New South Wales,10
461,Burkina Faso,2001,New South Wales,0
462,Cameroon,2001,New South Wales,20
463,Cabo Verde,2001,New South Wales,10
464,Cent Africa Rep,2001,New South Wales,0
465,Chad,2001,New South Wales,10
466,"Congo, Rep",2001,New South Wales,50
467,"Congo, Dem Rep",2001,New South Wales,80
468,Cote d'Ivoire,2001,New South Wales,20
469,Equator Guinea,2001,New South Wales,0
470,Gabon,2001,New South Wales,0
471,Gambia,2001,New South Wales,20
472,Ghana,2001,New South Wales,"1,340"
473,Guinea,2001,New South Wales,20
474,Guinea-Bissau,2001,New South Wales,10
475,Liberia,2001,New South Wales,30
476,Mali,2001,New South Wales,10
477,Mauritania,2001,New South Wales,10
478,Niger,2001,New South Wales,0
479,Nigeria,2001,New South Wales,840
480,Sao Tome/Princ,2001,New South Wales,10
481,Senegal,2001,New South Wales,110
482,Sierra Leone,2001,New South Wales,200
483,Togo,2001,New South Wales,10
484,Angola,2001,New South Wales,180
485,Botswana,2001,New South Wales,200
486,Burundi,2001,New South Wales,10
487,Comoros,2001,New South Wales,10
488,Djibouti,2001,New South Wales,20
489,Eritrea,2001,New South Wales,140
490,Ethiopia,2001,New South Wales,620
491,Kenya,2001,New South Wales,"1,980"
492,Lesotho,2001,New South Wales,30
493,Madagascar,2001,New South Wales,40
494,Malawi,2001,New South Wales,140
495,Mauritius,2001,New South Wales,"5,830"
496,Mayotte,2001,New South Wales,0
497,Mozambique,2001,New South Wales,170
498,Namibia,2001,New South Wales,130
499,Reunion,2001,New South Wales,30
500,Rwanda,2001,New South Wales,20
501,St Helena,2001,New South Wales,10
502,Seychelles,2001,New South Wales,270
503,Somalia,2001,New South Wales,620
504,South Africa,2001,New South Wales,"31,610"
505,Eswatini,2001,New South Wales,70
506,Tanzania,2001,New South Wales,660
507,Uganda,2001,New South Wales,490
508,Zambia,2001,New South Wales,850
509,Zimbabwe,2001,New South Wales,"2,740"
510,"S & E Afr, nec",2001,New South Wales,10
511,Inadequately described,2001,New South Wales,0
512,Australia,2001,Victoria,"3,594,670"
513,Norfolk Island,2001,Victoria,10
514,"Aust E T, nec",2001,Victoria,0
515,New Zealand,2001,Victoria,"60,610"
516,New Caledonia,2001,Victoria,70
517,PNG,2001,Victoria,"2,380"
518,Solomon Islands,2001,Victoria,120
519,Vanuatu,2001,Victoria,130
520,Guam,2001,Victoria,10
521,Kiribati,2001,Victoria,110
522,Marshall Is,2001,Victoria,10
523,"Micronesia, F S",2001,Victoria,10
524,Nauru,2001,Victoria,200
525,N Mariana Is,2001,Victoria,0
526,Palau,2001,Victoria,0
527,Cook Islands,2001,Victoria,"1,400"
528,Fiji,2001,Victoria,"7,820"
529,French Poly,2001,Victoria,30
530,Niue,2001,Victoria,60
531,Samoa,2001,Victoria,"2,490"
532,Samoa American,2001,Victoria,20
533,Tokelau,2001,Victoria,20
534,Tonga,2001,Victoria,"1,340"
535,Tuvalu,2001,Victoria,30
536,Wallis/Futuna,2001,Victoria,0
537,Pitcairn Is,2001,Victoria,0
538,"Polynesia, nec",2001,Victoria,20
539,Adelie Land,2001,Victoria,0
540,Argentinian A T,2001,Victoria,0
541,Australian A T,2001,Victoria,0
542,British A T,2001,Victoria,0
543,Chilean A T,2001,Victoria,0
544,Queen Maud Land,2001,Victoria,0
545,Ross Dependency,2001,Victoria,0
546,England,2001,Victoria,"180,310"
547,Isle of Man,2001,Victoria,120
548,N'thern Ireland,2001,Victoria,"5,960"
549,Scotland,2001,Victoria,"32,890"
550,Wales,2001,Victoria,"5,320"
551,Guernsey,2001,Victoria,90
552,Jersey,2001,Victoria,150
553,Ireland,2001,Victoria,"12,300"
554,Austria,2001,Victoria,"5,880"
555,Belgium,2001,Victoria,"1,200"
556,France,2001,Victoria,"4,200"
557,Germany,2001,Victoria,"31,760"
558,Liechtenstein,2001,Victoria,0
559,Luxembourg,2001,Victoria,30
560,Monaco,2001,Victoria,10
561,Netherlands,2001,Victoria,"26,610"
562,Switzerland,2001,Victoria,"2,400"
563,Denmark,2001,Victoria,"1,690"
564,Faroe Islands,2001,Victoria,10
565,Finland,2001,Victoria,"1,300"
566,Greenland,2001,Victoria,0
567,Iceland,2001,Victoria,60
568,Norway,2001,Victoria,690
569,Sweden,2001,Victoria,"1,480"
570,Aland Islands,2001,Victoria,0
571,Andorra,2001,Victoria,10
572,Gibraltar,2001,Victoria,90
573,Holy See,2001,Victoria,0
574,Italy,2001,Victoria,"94,710"
575,Malta,2001,Victoria,"24,560"
576,Portugal,2001,Victoria,"3,020"
577,San Marino,2001,Victoria,0
578,Spain,2001,Victoria,"3,250"
579,Albania,2001,Victoria,940
580,Bosnia/Herzegov,2001,Victoria,"10,190"
581,Bulgaria,2001,Victoria,"1,010"
582,Croatia,2001,Victoria,"21,090"
583,Cyprus,2001,Victoria,"10,260"
584,North Macedonia,2001,Victoria,"22,040"
585,Greece,2001,Victoria,"63,010"
586,Moldova,2001,Victoria,390
587,Romania,2001,Victoria,"5,510"
588,Slovenia,2001,Victoria,"3,450"
589,Montenegro,2001,Victoria,"1,860"
590,Serbia,2001,Victoria,"18,210"
591,Kosovo,2001,Victoria,0
592,Belarus,2001,Victoria,760
593,Czechia,2001,Victoria,"3,370"
594,Estonia,2001,Victoria,390
595,Hungary,2001,Victoria,"7,770"
596,Latvia,2001,Victoria,"2,220"
597,Lithuania,2001,Victoria,"1,220"
598,Poland,2001,Victoria,"22,830"
599,Russia,2001,Victoria,"6,510"
600,Slovakia,2001,Victoria,"1,510"
601,Ukraine,2001,Victoria,"6,820"
602,Algeria,2001,Victoria,210
603,Egypt,2001,Victoria,"12,850"
604,Libya,2001,Victoria,790
605,Morocco,2001,Victoria,450
606,Sudan,2001,Victoria,"1,020"
607,Tunisia,2001,Victoria,150
608,Western Sahara,2001,Victoria,0
609,Sp North Africa,2001,Victoria,0
610,South Sudan,2001,Victoria,0
611,Bahrain,2001,Victoria,230
612,Gaza Str/W Bank,2001,Victoria,"1,020"
613,Iran,2001,Victoria,"3,760"
614,Iraq,2001,Victoria,"6,940"
615,Israel,2001,Victoria,"3,100"
616,Jordan,2001,Victoria,460
617,Kuwait,2001,Victoria,670
618,Lebanon,2001,Victoria,"15,700"
619,Oman,2001,Victoria,130
620,Qatar,2001,Victoria,50
621,Saudi Arabia,2001,Victoria,420
622,Syria,2001,Victoria,"2,010"
623,Turkey,2001,Victoria,"17,310"
624,Unit Arab Emir,2001,Victoria,410
625,Yemen,2001,Victoria,90
626,Myanmar,2001,Victoria,"1,290"
627,Cambodia,2001,Victoria,"9,740"
628,Laos,2001,Victoria,"2,200"
629,Thailand,2001,Victoria,"5,580"
630,Vietnam,2001,Victoria,"59,490"
631,Brunei,2001,Victoria,420
632,Indonesia,2001,Victoria,"12,000"
633,Malaysia,2001,Victoria,"26,930"
634,Philippines,2001,Victoria,"24,460"
635,Singapore,2001,Victoria,"7,980"
636,Timor-Leste,2001,Victoria,"5,470"
637,China,2001,Victoria,"38,860"
638,Hong Kong,2001,Victoria,"17,240"
639,Macau,2001,Victoria,520
640,Mongolia,2001,Victoria,10
641,Taiwan,2001,Victoria,"4,540"
642,Japan,2001,Victoria,"4,620"
643,"Korea, North",2001,Victoria,20
644,"Korea, South",2001,Victoria,"3,480"
645,Bangladesh,2001,Victoria,"1,510"
646,Bhutan,2001,Victoria,10
647,India,2001,Victoria,"31,140"
648,Maldives,2001,Victoria,40
649,Nepal,2001,Victoria,400
650,Pakistan,2001,Victoria,"2,840"
651,Sri Lanka,2001,Victoria,"29,860"
652,Afghanistan,2001,Victoria,"3,970"
653,Armenia,2001,Victoria,300
654,Azerbaijan,2001,Victoria,100
655,Georgia,2001,Victoria,120
656,Kazakhstan,2001,Victoria,130
657,Kyrgyzstan,2001,Victoria,20
658,Tajikistan,2001,Victoria,20
659,Turkmenistan,2001,Victoria,10
660,Uzbekistan,2001,Victoria,200
661,Bermuda,2001,Victoria,40
662,Canada,2001,Victoria,"5,970"
663,St Pierre/Mique,2001,Victoria,0
664,USA,2001,Victoria,"12,640"
665,Argentina,2001,Victoria,"3,730"
666,Bolivia,2001,Victoria,80
667,Brazil,2001,Victoria,870
668,Chile,2001,Victoria,"7,270"
669,Colombia,2001,Victoria,790
670,Ecuador,2001,Victoria,60
671,Falkland Is,2001,Victoria,30
672,French Guiana,2001,Victoria,0
673,Guyana,2001,Victoria,130
674,Paraguay,2001,Victoria,60
675,Peru,2001,Victoria,800
676,Suriname,2001,Victoria,20
677,Uruguay,2001,Victoria,"1,800"
678,Venezuela,2001,Victoria,230
679,"S America, nec",2001,Victoria,0
680,Belize,2001,Victoria,0
681,Costa Rica,2001,Victoria,60
682,El Salvador,2001,Victoria,"3,300"
683,Guatemala,2001,Victoria,110
684,Honduras,2001,Victoria,40
685,Mexico,2001,Victoria,270
686,Nicaragua,2001,Victoria,80
687,Panama,2001,Victoria,20
688,Anguilla,2001,Victoria,0
689,Antigua/Barbuda,2001,Victoria,10
690,Aruba,2001,Victoria,10
691,Bahamas,2001,Victoria,20
692,Barbados,2001,Victoria,50
693,Cayman Islands,2001,Victoria,0
694,Cuba,2001,Victoria,100
695,Dominica,2001,Victoria,0
696,Dominican Rep,2001,Victoria,20
697,Grenada,2001,Victoria,10
698,Guadeloupe,2001,Victoria,0
699,Haiti,2001,Victoria,30
700,Jamaica,2001,Victoria,140
701,Martinique,2001,Victoria,0
702,Montserrat,2001,Victoria,0
703,Puerto Rico,2001,Victoria,30
704,St Kitts/Nevis,2001,Victoria,0
705,St Lucia,2001,Victoria,0
706,St Vinc/Grenad,2001,Victoria,10
707,Trinidad/Tobago,2001,Victoria,190
