,birth_country,year,destination,population
10083,Jordan,2016,Queensland,420
10084,Kuwait,2016,Queensland,740
10085,Lebanon,2016,Queensland,1710
10086,Oman,2016,Queensland,320
10087,Qatar,2016,Queensland,160
10088,Saudi Arabia,2016,Queensland,2160
10089,Syria,2016,Queensland,510
10090,Turkey,2016,Queensland,1860
10091,Unit Arab Emir,2016,Queensland,1220
10092,Yemen,2016,Queensland,110
10093,Myanmar,2016,Queensland,3330
10094,Cambodia,2016,Queensland,2160
10095,Laos,2016,Queensland,1510
10096,Thailand,2016,Queensland,10780
10097,Vietnam,2016,Queensland,21810
10098,Brunei,2016,Queensland,340
10099,Indonesia,2016,Queensland,7860
10100,Malaysia,2016,Queensland,16440
10101,Philippines,2016,Queensland,43130
10102,Singapore,2016,Queensland,7260
10103,Timor-Leste,2016,Queensland,550
10104,China,2016,Queensland,51640
10105,Hong Kong,2016,Queensland,12190
10106,Macau,2016,Queensland,360
10107,Mongolia,2016,Queensland,250
10108,Taiwan,2016,Queensland,17980
10109,Japan,2016,Queensland,14410
10110,"Korea, North",2016,Queensland,40
10111,"Korea, South",2016,Queensland,20990
10112,Bangladesh,2016,Queensland,3080
10113,Bhutan,2016,Queensland,690
10114,India,2016,Queensland,53100
10115,Maldives,2016,Queensland,70
10116,Nepal,2016,Queensland,5530
10117,Pakistan,2016,Queensland,5270
10118,Sri Lanka,2016,Queensland,11120
10119,Afghanistan,2016,Queensland,3880
10120,Armenia,2016,Queensland,30
10121,Azerbaijan,2016,Queensland,80
10122,Georgia,2016,Queensland,30
10123,Kazakhstan,2016,Queensland,320
10124,Kyrgyzstan,2016,Queensland,120
10125,Tajikistan,2016,Queensland,10
10126,Turkmenistan,2016,Queensland,10
10127,Uzbekistan,2016,Queensland,280
10128,Bermuda,2016,Queensland,150
10129,Canada,2016,Queensland,13500
10130,St Pierre/Mique,2016,Queensland,0
10131,USA,2016,Queensland,20920
10132,Argentina,2016,Queensland,1840
10133,Bolivia,2016,Queensland,120
10134,Brazil,2016,Queensland,7900
10135,Chile,2016,Queensland,2700
10136,Colombia,2016,Queensland,5140
10137,Ecuador,2016,Queensland,410
10138,Falkland Is,2016,Queensland,20
10139,French Guiana,2016,Queensland,0
10140,Guyana,2016,Queensland,150
10141,Paraguay,2016,Queensland,70
10142,Peru,2016,Queensland,1370
10143,Suriname,2016,Queensland,40
10144,Uruguay,2016,Queensland,880
10145,Venezuela,2016,Queensland,1330
10146,"S America, nec",2016,Queensland,0
10147,Belize,2016,Queensland,20
10148,Costa Rica,2016,Queensland,90
10149,El Salvador,2016,Queensland,2750
10150,Guatemala,2016,Queensland,110
10151,Honduras,2016,Queensland,70
10152,Mexico,2016,Queensland,920
10153,Nicaragua,2016,Queensland,150
10154,Panama,2016,Queensland,50
10155,Anguilla,2016,Queensland,0
10156,Antigua/Barbuda,2016,Queensland,10
10157,Aruba,2016,Queensland,20
10158,Bahamas,2016,Queensland,80
10159,Barbados,2016,Queensland,190
10160,Cayman Islands,2016,Queensland,40
10161,Cuba,2016,Queensland,210
10162,Dominica,2016,Queensland,10
10163,Dominican Rep,2016,Queensland,30
10164,Grenada,2016,Queensland,50
10165,Guadeloupe,2016,Queensland,0
10166,Haiti,2016,Queensland,20
10167,Jamaica,2016,Queensland,360
10168,Martinique,2016,Queensland,20
10169,Montserrat,2016,Queensland,10
10170,Puerto Rico,2016,Queensland,40
10171,St Kitts/Nevis,2016,Queensland,10
10172,St Lucia,2016,Queensland,20
10173,St Vinc/Grenad,2016,Queensland,20
10174,Trinidad/Tobago,2016,Queensland,490
10175,Turks/Caicos Is,2016,Queensland,0
10176,"Virgin Is, Brit",2016,Queensland,10
10177,"Virgin Is, US",2016,Queensland,10
10178,St Barthelemy,2016,Queensland,0
10179,St Martin (Fr),2016,Queensland,0
10180,Bonaire/SE/Saba,2016,Queensland,0
10181,Curacao,2016,Queensland,40
10182,Sint Maarten Dp,2016,Queensland,0
10183,Benin,2016,Queensland,20
10184,Burkina Faso,2016,Queensland,0
10185,Cameroon,2016,Queensland,90
10186,Cabo Verde,2016,Queensland,0
10187,Cent Africa Rep,2016,Queensland,10
10188,Chad,2016,Queensland,20
10189,"Congo, Rep",2016,Queensland,460
10190,"Congo, Dem Rep",2016,Queensland,1400
10191,Cote d'Ivoire,2016,Queensland,130
10192,Equator Guinea,2016,Queensland,0
10193,Gabon,2016,Queensland,10
10194,Gambia,2016,Queensland,20
10195,Ghana,2016,Queensland,600
10196,Guinea,2016,Queensland,180
10197,Guinea-Bissau,2016,Queensland,0
10198,Liberia,2016,Queensland,570
10199,Mali,2016,Queensland,10
10200,Mauritania,2016,Queensland,0
10201,Niger,2016,Queensland,10
10202,Nigeria,2016,Queensland,1400
10203,Sao Tome/Princ,2016,Queensland,0
10204,Senegal,2016,Queensland,60
10205,Sierra Leone,2016,Queensland,530
10206,Togo,2016,Queensland,60
10207,Angola,2016,Queensland,110
10208,Botswana,2016,Queensland,300
10209,Burundi,2016,Queensland,810
10210,Comoros,2016,Queensland,0
10211,Djibouti,2016,Queensland,20
10212,Eritrea,2016,Queensland,1130
10213,Ethiopia,2016,Queensland,1490
10214,Kenya,2016,Queensland,3190
10215,Lesotho,2016,Queensland,30
10216,Madagascar,2016,Queensland,80
10217,Malawi,2016,Queensland,380
10218,Mauritius,2016,Queensland,1860
10219,Mayotte,2016,Queensland,0
10220,Mozambique,2016,Queensland,260
10221,Namibia,2016,Queensland,410
10222,Reunion,2016,Queensland,30
10223,Rwanda,2016,Queensland,390
10224,St Helena,2016,Queensland,10
10225,Seychelles,2016,Queensland,560
10226,Somalia,2016,Queensland,1510
10227,South Africa,2016,Queensland,44740
10228,Eswatini,2016,Queensland,70
10229,Tanzania,2016,Queensland,1020
10230,Uganda,2016,Queensland,830
10231,Zambia,2016,Queensland,1590
10232,Zimbabwe,2016,Queensland,10680
10233,"S & E Afr, nec",2016,Queensland,0
10234,Inadequately described,2016,Queensland,0
10236,Norfolk Island,2016,South Australia,10
10237,"Aust E T, nec",2016,South Australia,0
10238,New Zealand,2016,South Australia,13830
10239,New Caledonia,2016,South Australia,30
10240,PNG,2016,South Australia,1060
10241,Solomon Islands,2016,South Australia,60
10242,Vanuatu,2016,South Australia,30
10243,Guam,2016,South Australia,10
10244,Kiribati,2016,South Australia,20
10245,Marshall Is,2016,South Australia,0
10246,"Micronesia, F S",2016,South Australia,0
10247,Nauru,2016,South Australia,20
10248,N Mariana Is,2016,South Australia,0
10249,Palau,2016,South Australia,0
10250,Cook Islands,2016,South Australia,110
10251,Fiji,2016,South Australia,1420
10252,French Poly,2016,South Australia,10
10253,Niue,2016,South Australia,10
10254,Samoa,2016,South Australia,110
10255,Samoa American,2016,South Australia,10
10256,Tokelau,2016,South Australia,10
10257,Tonga,2016,South Australia,110
10258,Tuvalu,2016,South Australia,0
10259,Wallis/Futuna,2016,South Australia,0
10260,Pitcairn Is,2016,South Australia,0
10261,"Polynesia, nec",2016,South Australia,0
10262,Adelie Land,2016,South Australia,0
10263,Argentinian A T,2016,South Australia,0
10264,Australian A T,2016,South Australia,0
10265,British A T,2016,South Australia,0
10266,Chilean A T,2016,South Australia,0
10267,Queen Maud Land,2016,South Australia,0
10268,Ross Dependency,2016,South Australia,0
10269,England,2016,South Australia,103740
10270,Isle of Man,2016,South Australia,70
10271,N'thern Ireland,2016,South Australia,2310
10272,Scotland,2016,South Australia,13310
10273,Wales,2016,South Australia,3130
10274,Guernsey,2016,South Australia,90
10275,Jersey,2016,South Australia,90
10276,Ireland,2016,South Australia,3720
10277,Austria,2016,South Australia,1460
10278,Belgium,2016,South Australia,500
10279,France,2016,South Australia,1550
10280,Germany,2016,South Australia,11160
10281,Liechtenstein,2016,South Australia,0
10282,Luxembourg,2016,South Australia,10
10283,Monaco,2016,South Australia,10
10284,Netherlands,2016,South Australia,7190
10285,Switzerland,2016,South Australia,620
10286,Denmark,2016,South Australia,600
10287,Faroe Islands,2016,South Australia,0
10288,Finland,2016,South Australia,480
10289,Greenland,2016,South Australia,0
10290,Iceland,2016,South Australia,30
10291,Norway,2016,South Australia,220
10292,Sweden,2016,South Australia,530
10293,Aland Islands,2016,South Australia,10
10294,Andorra,2016,South Australia,0
10295,Gibraltar,2016,South Australia,50
10296,Holy See,2016,South Australia,0
10297,Italy,2016,South Australia,20180
10298,Malta,2016,South Australia,1580
10299,Portugal,2016,South Australia,610
10300,San Marino,2016,South Australia,0
10301,Spain,2016,South Australia,940
10302,Albania,2016,South Australia,530
10303,Bosnia/Herzegov,2016,South Australia,2900
10304,Bulgaria,2016,South Australia,340
10305,Croatia,2016,South Australia,3970
10306,Cyprus,2016,South Australia,1340
10307,North Macedonia,2016,South Australia,660
10308,Greece,2016,South Australia,10150
10309,Moldova,2016,South Australia,80
10310,Romania,2016,South Australia,1160
10311,Slovenia,2016,South Australia,570
10312,Montenegro,2016,South Australia,150
10313,Serbia,2016,South Australia,2410
10314,Kosovo,2016,South Australia,140
10315,Belarus,2016,South Australia,100
10316,Czechia,2016,South Australia,840
10317,Estonia,2016,South Australia,220
10318,Hungary,2016,South Australia,1460
10319,Latvia,2016,South Australia,640
10320,Lithuania,2016,South Australia,340
10321,Poland,2016,South Australia,5720
10322,Russia,2016,South Australia,1580
10323,Slovakia,2016,South Australia,490
10324,Ukraine,2016,South Australia,1170
10325,Algeria,2016,South Australia,70
10326,Egypt,2016,South Australia,1670
10327,Libya,2016,South Australia,100
10328,Morocco,2016,South Australia,80
10329,Sudan,2016,South Australia,1100
10330,Tunisia,2016,South Australia,20
10331,Western Sahara,2016,South Australia,0
10332,Sp North Africa,2016,South Australia,0
10333,South Sudan,2016,South Australia,980
10334,Bahrain,2016,South Australia,70
10335,Gaza Str/W Bank,2016,South Australia,120
10336,Iran,2016,South Australia,5070
10337,Iraq,2016,South Australia,1690
10338,Israel,2016,South Australia,260
10339,Jordan,2016,South Australia,250
10340,Kuwait,2016,South Australia,220
10341,Lebanon,2016,South Australia,1840
10342,Oman,2016,South Australia,170
10343,Qatar,2016,South Australia,40
10344,Saudi Arabia,2016,South Australia,1300
10345,Syria,2016,South Australia,820
10346,Turkey,2016,South Australia,670
10347,Unit Arab Emir,2016,South Australia,390
10348,Yemen,2016,South Australia,40
10349,Myanmar,2016,South Australia,1610
10350,Cambodia,2016,South Australia,3320
10351,Laos,2016,South Australia,560
10352,Thailand,2016,South Australia,2990
10353,Vietnam,2016,South Australia,15690
10354,Brunei,2016,South Australia,140
10355,Indonesia,2016,South Australia,2270
10356,Malaysia,2016,South Australia,8440
10357,Philippines,2016,South Australia,13300
10358,Singapore,2016,South Australia,2610
10359,Timor-Leste,2016,South Australia,130
10360,China,2016,South Australia,26770
10361,Hong Kong,2016,South Australia,4020
10362,Macau,2016,South Australia,100
10363,Mongolia,2016,South Australia,50
10364,Taiwan,2016,South Australia,1940
10365,Japan,2016,South Australia,1720
10366,"Korea, North",2016,South Australia,10
10367,"Korea, South",2016,South Australia,4100
10368,Bangladesh,2016,South Australia,2160
10369,Bhutan,2016,South Australia,1510
10370,India,2016,South Australia,29010
10371,Maldives,2016,South Australia,50
10372,Nepal,2016,South Australia,3010
10373,Pakistan,2016,South Australia,3760
10374,Sri Lanka,2016,South Australia,4200
10375,Afghanistan,2016,South Australia,7070
10376,Armenia,2016,South Australia,140
10377,Azerbaijan,2016,South Australia,30
10378,Georgia,2016,South Australia,70
10379,Kazakhstan,2016,South Australia,170
10380,Kyrgyzstan,2016,South Australia,40
10381,Tajikistan,2016,South Australia,10
10382,Turkmenistan,2016,South Australia,0
10383,Uzbekistan,2016,South Australia,240
10384,Bermuda,2016,South Australia,20
10385,Canada,2016,South Australia,2700
10386,St Pierre/Mique,2016,South Australia,0
10387,USA,2016,South Australia,5230
10388,Argentina,2016,South Australia,540
10389,Bolivia,2016,South Australia,50
10390,Brazil,2016,South Australia,1030
10391,Chile,2016,South Australia,880
10392,Colombia,2016,South Australia,680
10393,Ecuador,2016,South Australia,90
10394,Falkland Is,2016,South Australia,10
10395,French Guiana,2016,South Australia,0
10396,Guyana,2016,South Australia,40
10397,Paraguay,2016,South Australia,10
10398,Peru,2016,South Australia,400
10399,Suriname,2016,South Australia,10
10400,Uruguay,2016,South Australia,140
10401,Venezuela,2016,South Australia,520
10402,"S America, nec",2016,South Australia,0
10403,Belize,2016,South Australia,10
10404,Costa Rica,2016,South Australia,20
10405,El Salvador,2016,South Australia,900
10406,Guatemala,2016,South Australia,20
10407,Honduras,2016,South Australia,10
10408,Mexico,2016,South Australia,400
10409,Nicaragua,2016,South Australia,40
10410,Panama,2016,South Australia,10
10411,Anguilla,2016,South Australia,0
10412,Antigua/Barbuda,2016,South Australia,0
10413,Aruba,2016,South Australia,10
10414,Bahamas,2016,South Australia,10
10415,Barbados,2016,South Australia,20
10416,Cayman Islands,2016,South Australia,0
10417,Cuba,2016,South Australia,40
10418,Dominica,2016,South Australia,0
10419,Dominican Rep,2016,South Australia,10
10420,Grenada,2016,South Australia,0
10421,Guadeloupe,2016,South Australia,0
10422,Haiti,2016,South Australia,0
10423,Jamaica,2016,South Australia,50
10424,Martinique,2016,South Australia,0
10425,Montserrat,2016,South Australia,0
10426,Puerto Rico,2016,South Australia,10
10427,St Kitts/Nevis,2016,South Australia,0
10428,St Lucia,2016,South Australia,10
10429,St Vinc/Grenad,2016,South Australia,0
10430,Trinidad/Tobago,2016,South Australia,50
10431,Turks/Caicos Is,2016,South Australia,0
10432,"Virgin Is, Brit",2016,South Australia,10
10433,"Virgin Is, US",2016,South Australia,0
10434,St Barthelemy,2016,South Australia,0
10435,St Martin (Fr),2016,South Australia,0
10436,Bonaire/SE/Saba,2016,South Australia,0
10437,Curacao,2016,South Australia,10
10438,Sint Maarten Dp,2016,South Australia,0
10439,Benin,2016,South Australia,20
10440,Burkina Faso,2016,South Australia,0
10441,Cameroon,2016,South Australia,30
10442,Cabo Verde,2016,South Australia,0
10443,Cent Africa Rep,2016,South Australia,0
10444,Chad,2016,South Australia,0
10445,"Congo, Rep",2016,South Australia,270
10446,"Congo, Dem Rep",2016,South Australia,800
10447,Cote d'Ivoire,2016,South Australia,100
10448,Equator Guinea,2016,South Australia,0
10449,Gabon,2016,South Australia,0
10450,Gambia,2016,South Australia,0
10451,Ghana,2016,South Australia,380
10452,Guinea,2016,South Australia,160
10453,Guinea-Bissau,2016,South Australia,0
10454,Liberia,2016,South Australia,660
10455,Mali,2016,South Australia,0
10456,Mauritania,2016,South Australia,0
10457,Niger,2016,South Australia,0
10458,Nigeria,2016,South Australia,600
10459,Sao Tome/Princ,2016,South Australia,0
10460,Senegal,2016,South Australia,10
10461,Sierra Leone,2016,South Australia,280
10462,Togo,2016,South Australia,50
10463,Angola,2016,South Australia,30
10464,Botswana,2016,South Australia,70
10465,Burundi,2016,South Australia,680
10466,Comoros,2016,South Australia,0
10467,Djibouti,2016,South Australia,10
10468,Eritrea,2016,South Australia,390
10469,Ethiopia,2016,South Australia,930
10470,Kenya,2016,South Australia,1980
10471,Lesotho,2016,South Australia,10
10472,Madagascar,2016,South Australia,20
10473,Malawi,2016,South Australia,140
10474,Mauritius,2016,South Australia,240
10475,Mayotte,2016,South Australia,0
10476,Mozambique,2016,South Australia,40
10477,Namibia,2016,South Australia,100
10478,Reunion,2016,South Australia,0
10479,Rwanda,2016,South Australia,150
10480,St Helena,2016,South Australia,0
10481,Seychelles,2016,South Australia,60
10482,Somalia,2016,South Australia,310
10483,South Africa,2016,South Australia,7150
10484,Eswatini,2016,South Australia,10
10485,Tanzania,2016,South Australia,600
10486,Uganda,2016,South Australia,370
10487,Zambia,2016,South Australia,340
10488,Zimbabwe,2016,South Australia,1740
10489,"S & E Afr, nec",2016,South Australia,0
10490,Inadequately described,2016,South Australia,0
10492,Norfolk Island,2016,Western Australia,20
10493,"Aust E T, nec",2016,Western Australia,0
10494,New Zealand,2016,Western Australia,87350
10495,New Caledonia,2016,Western Australia,50
10496,PNG,2016,Western Australia,2410
10497,Solomon Islands,2016,Western Australia,120
10498,Vanuatu,2016,Western Australia,60
10499,Guam,2016,Western Australia,10
10500,Kiribati,2016,Western Australia,30
10501,Marshall Is,2016,Western Australia,0
10502,"Micronesia, F S",2016,Western Australia,0
10503,Nauru,2016,Western Australia,30
10504,N Mariana Is,2016,Western Australia,0
10505,Palau,2016,Western Australia,0
10506,Cook Islands,2016,Western Australia,560
10507,Fiji,2016,Western Australia,1590
10508,French Poly,2016,Western Australia,30
10509,Niue,2016,Western Australia,70
10510,Samoa,2016,Western Australia,660
10511,Samoa American,2016,Western Australia,10
10512,Tokelau,2016,Western Australia,20
10513,Tonga,2016,Western Australia,330
10514,Tuvalu,2016,Western Australia,10
10515,Wallis/Futuna,2016,Western Australia,0
10516,Pitcairn Is,2016,Western Australia,0
10517,"Polynesia, nec",2016,Western Australia,0
10518,Adelie Land,2016,Western Australia,0
10519,Argentinian A T,2016,Western Australia,0
10520,Australian A T,2016,Western Australia,0
10521,British A T,2016,Western Australia,0
10522,Chilean A T,2016,Western Australia,0
10523,Queen Maud Land,2016,Western Australia,0
10524,Ross Dependency,2016,Western Australia,0
10525,England,2016,Western Australia,213940
10526,Isle of Man,2016,Western Australia,270
10527,N'thern Ireland,2016,Western Australia,4900
10528,Scotland,2016,Western Australia,30350
10529,Wales,2016,Western Australia,7320
10530,Guernsey,2016,Western Australia,230
10531,Jersey,2016,Western Australia,370
10532,Ireland,2016,Western Australia,21580
10533,Austria,2016,Western Australia,1480
10534,Belgium,2016,Western Australia,950
10535,France,2016,Western Australia,4680
10536,Germany,2016,Western Australia,12770
10537,Liechtenstein,2016,Western Australia,0
10538,Luxembourg,2016,Western Australia,50
10539,Monaco,2016,Western Australia,10
10540,Netherlands,2016,Western Australia,10390
10541,Switzerland,2016,Western Australia,2220
10542,Denmark,2016,Western Australia,1340
10543,Faroe Islands,2016,Western Australia,10
10544,Finland,2016,Western Australia,650
10545,Greenland,2016,Western Australia,0
10546,Iceland,2016,Western Australia,140
10547,Norway,2016,Western Australia,640
10548,Sweden,2016,Western Australia,1280
10549,Aland Islands,2016,Western Australia,0
10550,Andorra,2016,Western Australia,0
10551,Gibraltar,2016,Western Australia,110
10552,Holy See,2016,Western Australia,0
10553,Italy,2016,Western Australia,21960
10554,Malta,2016,Western Australia,1050
10555,Portugal,2016,Western Australia,2960
10556,San Marino,2016,Western Australia,0
10557,Spain,2016,Western Australia,1640
10558,Albania,2016,Western Australia,230
10559,Bosnia/Herzegov,2016,Western Australia,3980
10560,Bulgaria,2016,Western Australia,440
10561,Croatia,2016,Western Australia,6250
10562,Cyprus,2016,Western Australia,520
10563,North Macedonia,2016,Western Australia,4110
10564,Greece,2016,Western Australia,2750
10565,Moldova,2016,Western Australia,60
10566,Romania,2016,Western Australia,2110
10567,Slovenia,2016,Western Australia,520
10568,Montenegro,2016,Western Australia,220
10569,Serbia,2016,Western Australia,3000
10570,Kosovo,2016,Western Australia,70
10571,Belarus,2016,Western Australia,120
