,birth_country,year,destination,values
159,Falkland Is,1996,Australia,120
160,French Guiana,1996,Australia,10
161,Guyana,1996,Australia,520
162,Paraguay,1996,Australia,320
163,Peru,1996,Australia,"5,320"
164,Suriname,1996,Australia,80
165,Uruguay,1996,Australia,"10,980"
166,Venezuela,1996,Australia,890
167,"S America, nec",1996,Australia,0
168,Belize,1996,Australia,40
169,Costa Rica,1996,Australia,350
170,El Salvador,1996,Australia,"10,960"
171,Guatemala,1996,Australia,270
172,Honduras,1996,Australia,170
173,Mexico,1996,Australia,"1,030"
174,Nicaragua,1996,Australia,850
175,Panama,1996,Australia,130
176,Anguilla,1996,Australia,10
177,Antigua/Barbuda,1996,Australia,20
178,Aruba,1996,Australia,60
179,Bahamas,1996,Australia,240
180,Barbados,1996,Australia,360
181,Cayman Islands,1996,Australia,10
182,Cuba,1996,Australia,500
183,Dominica,1996,Australia,10
184,Dominican Rep,1996,Australia,50
185,Grenada,1996,Australia,100
186,Guadeloupe,1996,Australia,10
187,Haiti,1996,Australia,80
188,Jamaica,1996,Australia,900
189,Martinique,1996,Australia,20
190,Montserrat,1996,Australia,0
191,Puerto Rico,1996,Australia,100
192,St Kitts/Nevis,1996,Australia,20
193,St Lucia,1996,Australia,20
194,St Vinc/Grenad,1996,Australia,60
195,Trinidad/Tobago,1996,Australia,"1,350"
196,Turks/Caicos Is,1996,Australia,0
197,"Virgin Is, Brit",1996,Australia,10
198,"Virgin Is, US",1996,Australia,10
199,St Barthelemy,1996,Australia,0
200,St Martin (Fr),1996,Australia,0
201,Bonaire/SE/Saba,1996,Australia,0
202,Curacao,1996,Australia,90
203,Sint Maarten Dp,1996,Australia,0
204,Benin,1996,Australia,10
205,Burkina Faso,1996,Australia,10
206,Cameroon,1996,Australia,30
207,Cabo Verde,1996,Australia,30
208,Cent Africa Rep,1996,Australia,10
209,Chad,1996,Australia,20
210,"Congo, Rep",1996,Australia,20
211,"Congo, Dem Rep",1996,Australia,320
212,Cote d'Ivoire,1996,Australia,40
213,Equator Guinea,1996,Australia,0
214,Gabon,1996,Australia,10
215,Gambia,1996,Australia,20
216,Ghana,1996,Australia,"1,680"
217,Guinea,1996,Australia,10
218,Guinea-Bissau,1996,Australia,10
219,Liberia,1996,Australia,90
220,Mali,1996,Australia,10
221,Mauritania,1996,Australia,0
222,Niger,1996,Australia,10
223,Nigeria,1996,Australia,"1,460"
224,Sao Tome/Princ,1996,Australia,20
225,Senegal,1996,Australia,200
226,Sierra Leone,1996,Australia,170
227,Togo,1996,Australia,10
228,Angola,1996,Australia,400
229,Botswana,1996,Australia,260
230,Burundi,1996,Australia,30
231,Comoros,1996,Australia,10
232,Djibouti,1996,Australia,70
233,Eritrea,1996,Australia,"1,330"
234,Ethiopia,1996,Australia,"2,620"
235,Kenya,1996,Australia,"6,060"
236,Lesotho,1996,Australia,60
237,Madagascar,1996,Australia,150
238,Malawi,1996,Australia,470
239,Mauritius,1996,Australia,"19,020"
240,Mayotte,1996,Australia,0
241,Mozambique,1996,Australia,510
242,Namibia,1996,Australia,330
243,Reunion,1996,Australia,70
244,Rwanda,1996,Australia,20
245,St Helena,1996,Australia,30
246,Seychelles,1996,Australia,"2,900"
247,Somalia,1996,Australia,"2,130"
248,South Africa,1996,Australia,"61,810"
249,Eswatini,1996,Australia,160
250,Tanzania,1996,Australia,"1,780"
251,Uganda,1996,Australia,"1,340"
252,Zambia,1996,Australia,"2,980"
253,Zimbabwe,1996,Australia,"10,320"
254,"S & E Afr, nec",1996,Australia,20
255,Inadequately described,1996,Australia,0
256,Australia,1996,New South Wales,"4,632,780"
257,Norfolk Island,1996,New South Wales,0
258,"Aust E T, nec",1996,New South Wales,0
259,New Zealand,1996,New South Wales,"93,910"
260,New Caledonia,1996,New South Wales,0
261,PNG,1996,New South Wales,"6,320"
262,Solomon Islands,1996,New South Wales,0
263,Vanuatu,1996,New South Wales,0
264,Guam,1996,New South Wales,0
265,Kiribati,1996,New South Wales,0
266,Marshall Is,1996,New South Wales,0
267,"Micronesia, F S",1996,New South Wales,0
268,Nauru,1996,New South Wales,0
269,N Mariana Is,1996,New South Wales,0
270,Palau,1996,New South Wales,0
271,Cook Islands,1996,New South Wales,0
272,Fiji,1996,New South Wales,"24,990"
273,French Poly,1996,New South Wales,0
274,Niue,1996,New South Wales,0
275,Samoa,1996,New South Wales,0
276,Samoa American,1996,New South Wales,0
277,Tokelau,1996,New South Wales,0
278,Tonga,1996,New South Wales,0
279,Tuvalu,1996,New South Wales,0
280,Wallis/Futuna,1996,New South Wales,0
281,Pitcairn Is,1996,New South Wales,0
282,"Polynesia, nec",1996,New South Wales,0
283,Adelie Land,1996,New South Wales,0
284,Argentinian A T,1996,New South Wales,0
285,Australian A T,1996,New South Wales,0
286,British A T,1996,New South Wales,0
287,Chilean A T,1996,New South Wales,0
288,Queen Maud Land,1996,New South Wales,0
289,Ross Dependency,1996,New South Wales,0
290,England,1996,New South Wales,0
291,Isle of Man,1996,New South Wales,0
292,N'thern Ireland,1996,New South Wales,0
293,Scotland,1996,New South Wales,0
294,Wales,1996,New South Wales,0
295,Guernsey,1996,New South Wales,0
296,Jersey,1996,New South Wales,0
297,Ireland,1996,New South Wales,"18,020"
298,Austria,1996,New South Wales,"7,840"
299,Belgium,1996,New South Wales,0
300,France,1996,New South Wales,"5,900"
301,Germany,1996,New South Wales,"35,230"
302,Liechtenstein,1996,New South Wales,0
303,Luxembourg,1996,New South Wales,0
304,Monaco,1996,New South Wales,0
305,Netherlands,1996,New South Wales,"22,960"
306,Switzerland,1996,New South Wales,"3,640"
307,Denmark,1996,New South Wales,"3,000"
308,Faroe Islands,1996,New South Wales,0
309,Finland,1996,New South Wales,"2,760"
310,Greenland,1996,New South Wales,0
311,Iceland,1996,New South Wales,0
312,Norway,1996,New South Wales,0
313,Sweden,1996,New South Wales,0
314,Aland Islands,1996,New South Wales,0
315,Andorra,1996,New South Wales,0
316,Gibraltar,1996,New South Wales,0
317,Holy See,1996,New South Wales,0
318,Italy,1996,New South Wales,"67,720"
319,Malta,1996,New South Wales,"22,060"
320,Portugal,1996,New South Wales,"10,400"
321,San Marino,1996,New South Wales,0
322,Spain,1996,New South Wales,"6,390"
323,Albania,1996,New South Wales,0
324,Bosnia/Herzegov,1996,New South Wales,0
325,Bulgaria,1996,New South Wales,0
326,Croatia,1996,New South Wales,0
327,Cyprus,1996,New South Wales,"8,670"
328,North Macedonia,1996,New South Wales,0
329,Greece,1996,New South Wales,"44,280"
330,Moldova,1996,New South Wales,0
331,Romania,1996,New South Wales,"3,790"
332,Slovenia,1996,New South Wales,0
333,Montenegro,1996,New South Wales,0
334,Serbia,1996,New South Wales,0
335,Kosovo,1996,New South Wales,0
336,Belarus,1996,New South Wales,0
337,Czechia,1996,New South Wales,0
338,Estonia,1996,New South Wales,"1,050"
339,Hungary,1996,New South Wales,"10,730"
340,Latvia,1996,New South Wales,"2,620"
341,Lithuania,1996,New South Wales,"1,410"
342,Poland,1996,New South Wales,"20,680"
343,Russia,1996,New South Wales,0
344,Slovakia,1996,New South Wales,0
345,Ukraine,1996,New South Wales,"6,160"
346,Algeria,1996,New South Wales,0
347,Egypt,1996,New South Wales,"19,840"
348,Libya,1996,New South Wales,0
349,Morocco,1996,New South Wales,0
350,Sudan,1996,New South Wales,0
351,Tunisia,1996,New South Wales,0
352,Western Sahara,1996,New South Wales,0
353,Sp North Africa,1996,New South Wales,0
354,South Sudan,1996,New South Wales,0
355,Bahrain,1996,New South Wales,0
356,Gaza Str/W Bank,1996,New South Wales,0
357,Iran,1996,New South Wales,"10,920"
358,Iraq,1996,New South Wales,0
359,Israel,1996,New South Wales,"2,860"
360,Jordan,1996,New South Wales,0
361,Kuwait,1996,New South Wales,0
362,Lebanon,1996,New South Wales,"57,800"
363,Oman,1996,New South Wales,0
364,Qatar,1996,New South Wales,0
365,Saudi Arabia,1996,New South Wales,0
366,Syria,1996,New South Wales,0
367,Turkey,1996,New South Wales,"13,070"
368,Unit Arab Emir,1996,New South Wales,0
369,Yemen,1996,New South Wales,0
370,Myanmar,1996,New South Wales,"2,750"
371,Cambodia,1996,New South Wales,"10,400"
372,Laos,1996,New South Wales,"6,230"
373,Thailand,1996,New South Wales,"7,890"
374,Vietnam,1996,New South Wales,"63,950"
375,Brunei,1996,New South Wales,0
376,Indonesia,1996,New South Wales,"19,370"
377,Malaysia,1996,New South Wales,0
378,Philippines,1996,New South Wales,"53,270"
379,Singapore,1996,New South Wales,"7,530"
380,Timor-Leste,1996,New South Wales,0
381,China,1996,New South Wales,"69,680"
382,Hong Kong,1996,New South Wales,0
383,Macau,1996,New South Wales,0
384,Mongolia,1996,New South Wales,0
385,Taiwan,1996,New South Wales,0
386,Japan,1996,New South Wales,"11,130"
387,"Korea, North",1996,New South Wales,0
388,"Korea, South",1996,New South Wales,"22,140"
389,Bangladesh,1996,New South Wales,0
390,Bhutan,1996,New South Wales,0
391,India,1996,New South Wales,"29,230"
392,Maldives,1996,New South Wales,0
393,Nepal,1996,New South Wales,0
394,Pakistan,1996,New South Wales,0
395,Sri Lanka,1996,New South Wales,"16,300"
396,Afghanistan,1996,New South Wales,0
397,Armenia,1996,New South Wales,0
398,Azerbaijan,1996,New South Wales,0
399,Georgia,1996,New South Wales,0
400,Kazakhstan,1996,New South Wales,0
401,Kyrgyzstan,1996,New South Wales,0
402,Tajikistan,1996,New South Wales,0
403,Turkmenistan,1996,New South Wales,0
404,Uzbekistan,1996,New South Wales,0
405,Bermuda,1996,New South Wales,0
406,Canada,1996,New South Wales,"9,410"
407,St Pierre/Mique,1996,New South Wales,0
408,USA,1996,New South Wales,"19,700"
409,Argentina,1996,New South Wales,"6,230"
410,Bolivia,1996,New South Wales,0
411,Brazil,1996,New South Wales,0
412,Chile,1996,New South Wales,"14,650"
413,Colombia,1996,New South Wales,0
414,Ecuador,1996,New South Wales,0
415,Falkland Is,1996,New South Wales,0
416,French Guiana,1996,New South Wales,0
417,Guyana,1996,New South Wales,0
418,Paraguay,1996,New South Wales,0
419,Peru,1996,New South Wales,0
420,Suriname,1996,New South Wales,0
421,Uruguay,1996,New South Wales,"8,120"
422,Venezuela,1996,New South Wales,0
423,"S America, nec",1996,New South Wales,0
424,Belize,1996,New South Wales,0
425,Costa Rica,1996,New South Wales,0
426,El Salvador,1996,New South Wales,0
427,Guatemala,1996,New South Wales,0
428,Honduras,1996,New South Wales,0
429,Mexico,1996,New South Wales,0
430,Nicaragua,1996,New South Wales,0
431,Panama,1996,New South Wales,0
432,Anguilla,1996,New South Wales,0
433,Antigua/Barbuda,1996,New South Wales,0
434,Aruba,1996,New South Wales,0
435,Bahamas,1996,New South Wales,0
436,Barbados,1996,New South Wales,0
437,Cayman Islands,1996,New South Wales,0
438,Cuba,1996,New South Wales,0
439,Dominica,1996,New South Wales,0
440,Dominican Rep,1996,New South Wales,0
441,Grenada,1996,New South Wales,0
442,Guadeloupe,1996,New South Wales,0
443,Haiti,1996,New South Wales,0
444,Jamaica,1996,New South Wales,0
445,Martinique,1996,New South Wales,0
446,Montserrat,1996,New South Wales,0
447,Puerto Rico,1996,New South Wales,0
448,St Kitts/Nevis,1996,New South Wales,0
449,St Lucia,1996,New South Wales,0
450,St Vinc/Grenad,1996,New South Wales,0
451,Trinidad/Tobago,1996,New South Wales,0
452,Turks/Caicos Is,1996,New South Wales,0
453,"Virgin Is, Brit",1996,New South Wales,0
454,"Virgin Is, US",1996,New South Wales,0
455,St Barthelemy,1996,New South Wales,0
456,St Martin (Fr),1996,New South Wales,0
457,Bonaire/SE/Saba,1996,New South Wales,0
458,Curacao,1996,New South Wales,0
459,Sint Maarten Dp,1996,New South Wales,0
460,Benin,1996,New South Wales,0
461,Burkina Faso,1996,New South Wales,0
462,Cameroon,1996,New South Wales,0
463,Cabo Verde,1996,New South Wales,0
464,Cent Africa Rep,1996,New South Wales,0
465,Chad,1996,New South Wales,0
466,"Congo, Rep",1996,New South Wales,0
467,"Congo, Dem Rep",1996,New South Wales,0
468,Cote d'Ivoire,1996,New South Wales,0
469,Equator Guinea,1996,New South Wales,0
470,Gabon,1996,New South Wales,0
471,Gambia,1996,New South Wales,0
472,Ghana,1996,New South Wales,0
473,Guinea,1996,New South Wales,0
474,Guinea-Bissau,1996,New South Wales,0
475,Liberia,1996,New South Wales,0
476,Mali,1996,New South Wales,0
477,Mauritania,1996,New South Wales,0
478,Niger,1996,New South Wales,0
479,Nigeria,1996,New South Wales,0
480,Sao Tome/Princ,1996,New South Wales,0
481,Senegal,1996,New South Wales,0
482,Sierra Leone,1996,New South Wales,0
483,Togo,1996,New South Wales,0
484,Angola,1996,New South Wales,0
485,Botswana,1996,New South Wales,0
486,Burundi,1996,New South Wales,0
487,Comoros,1996,New South Wales,0
488,Djibouti,1996,New South Wales,0
489,Eritrea,1996,New South Wales,0
490,Ethiopia,1996,New South Wales,0
491,Kenya,1996,New South Wales,0
492,Lesotho,1996,New South Wales,0
493,Madagascar,1996,New South Wales,0
494,Malawi,1996,New South Wales,0
495,Mauritius,1996,New South Wales,"6,150"
496,Mayotte,1996,New South Wales,0
497,Mozambique,1996,New South Wales,0
498,Namibia,1996,New South Wales,0
499,Reunion,1996,New South Wales,0
500,Rwanda,1996,New South Wales,0
501,St Helena,1996,New South Wales,0
502,Seychelles,1996,New South Wales,0
503,Somalia,1996,New South Wales,0
504,South Africa,1996,New South Wales,"22,840"
505,Eswatini,1996,New South Wales,0
506,Tanzania,1996,New South Wales,0
507,Uganda,1996,New South Wales,0
508,Zambia,1996,New South Wales,0
509,Zimbabwe,1996,New South Wales,0
510,"S & E Afr, nec",1996,New South Wales,0
511,Inadequately described,1996,New South Wales,"601,700"
512,Australia,1996,Victoria,"3,380,160"
513,Norfolk Island,1996,Victoria,0
514,"Aust E T, nec",1996,Victoria,0
515,New Zealand,1996,Victoria,"45,410"
516,New Caledonia,1996,Victoria,0
517,PNG,1996,Victoria,"2,360"
518,Solomon Islands,1996,Victoria,0
519,Vanuatu,1996,Victoria,0
520,Guam,1996,Victoria,0
521,Kiribati,1996,Victoria,0
522,Marshall Is,1996,Victoria,0
523,"Micronesia, F S",1996,Victoria,0
524,Nauru,1996,Victoria,0
525,N Mariana Is,1996,Victoria,0
526,Palau,1996,Victoria,0
527,Cook Islands,1996,Victoria,0
528,Fiji,1996,Victoria,"6,590"
529,French Poly,1996,Victoria,0
530,Niue,1996,Victoria,0
531,Samoa,1996,Victoria,0
532,Samoa American,1996,Victoria,0
533,Tokelau,1996,Victoria,0
534,Tonga,1996,Victoria,0
535,Tuvalu,1996,Victoria,0
536,Wallis/Futuna,1996,Victoria,0
537,Pitcairn Is,1996,Victoria,0
538,"Polynesia, nec",1996,Victoria,0
539,Adelie Land,1996,Victoria,0
540,Argentinian A T,1996,Victoria,0
541,Australian A T,1996,Victoria,0
542,British A T,1996,Victoria,0
543,Chilean A T,1996,Victoria,0
544,Queen Maud Land,1996,Victoria,0
545,Ross Dependency,1996,Victoria,0
546,England,1996,Victoria,0
547,Isle of Man,1996,Victoria,0
548,N'thern Ireland,1996,Victoria,0
549,Scotland,1996,Victoria,0
550,Wales,1996,Victoria,0
551,Guernsey,1996,Victoria,0
552,Jersey,1996,Victoria,0
553,Ireland,1996,Victoria,"12,380"
554,Austria,1996,Victoria,"6,490"
555,Belgium,1996,Victoria,0
556,France,1996,Victoria,"3,840"
557,Germany,1996,Victoria,"33,070"
558,Liechtenstein,1996,Victoria,0
559,Luxembourg,1996,Victoria,0
560,Monaco,1996,Victoria,0
561,Netherlands,1996,Victoria,"28,260"
562,Switzerland,1996,Victoria,"2,220"
563,Denmark,1996,Victoria,"1,620"
564,Faroe Islands,1996,Victoria,0
565,Finland,1996,Victoria,"1,300"
566,Greenland,1996,Victoria,0
567,Iceland,1996,Victoria,0
568,Norway,1996,Victoria,0
569,Sweden,1996,Victoria,0
570,Aland Islands,1996,Victoria,0
571,Andorra,1996,Victoria,0
572,Gibraltar,1996,Victoria,0
573,Holy See,1996,Victoria,0
574,Italy,1996,Victoria,"102,210"
575,Malta,1996,Victoria,"26,710"
576,Portugal,1996,Victoria,"3,160"
577,San Marino,1996,Victoria,0
578,Spain,1996,Victoria,"3,380"
579,Albania,1996,Victoria,0
580,Bosnia/Herzegov,1996,Victoria,0
581,Bulgaria,1996,Victoria,0
582,Croatia,1996,Victoria,0
583,Cyprus,1996,Victoria,"10,570"
584,North Macedonia,1996,Victoria,0
585,Greece,1996,Victoria,"67,110"
586,Moldova,1996,Victoria,0
587,Romania,1996,Victoria,"5,120"
588,Slovenia,1996,Victoria,0
589,Montenegro,1996,Victoria,0
590,Serbia,1996,Victoria,0
591,Kosovo,1996,Victoria,0
592,Belarus,1996,Victoria,0
593,Czechia,1996,Victoria,0
594,Estonia,1996,Victoria,470
595,Hungary,1996,Victoria,"8,390"
596,Latvia,1996,Victoria,"2,910"
597,Lithuania,1996,Victoria,"1,570"
598,Poland,1996,Victoria,"25,250"
599,Russia,1996,Victoria,0
600,Slovakia,1996,Victoria,0
601,Ukraine,1996,Victoria,"7,100"
602,Algeria,1996,Victoria,0
603,Egypt,1996,Victoria,"13,500"
604,Libya,1996,Victoria,0
605,Morocco,1996,Victoria,0
606,Sudan,1996,Victoria,0
607,Tunisia,1996,Victoria,0
608,Western Sahara,1996,Victoria,0
609,Sp North Africa,1996,Victoria,0
610,South Sudan,1996,Victoria,0
611,Bahrain,1996,Victoria,0
612,Gaza Str/W Bank,1996,Victoria,0
613,Iran,1996,Victoria,"3,160"
614,Iraq,1996,Victoria,0
615,Israel,1996,Victoria,"2,930"
616,Jordan,1996,Victoria,0
617,Kuwait,1996,Victoria,0
618,Lebanon,1996,Victoria,"15,380"
619,Oman,1996,Victoria,0
620,Qatar,1996,Victoria,0
621,Saudi Arabia,1996,Victoria,0
622,Syria,1996,Victoria,0
623,Turkey,1996,Victoria,"16,420"
624,Unit Arab Emir,1996,Victoria,0
625,Yemen,1996,Victoria,0
626,Myanmar,1996,Victoria,"1,080"
627,Cambodia,1996,Victoria,"9,190"
628,Laos,1996,Victoria,"2,410"
629,Thailand,1996,Victoria,"4,600"
630,Vietnam,1996,Victoria,"57,550"
631,Brunei,1996,Victoria,0
632,Indonesia,1996,Victoria,"13,300"
633,Malaysia,1996,Victoria,0
634,Philippines,1996,Victoria,"22,590"
635,Singapore,1996,Victoria,"6,720"
636,Timor-Leste,1996,Victoria,0
637,China,1996,Victoria,"29,920"
638,Hong Kong,1996,Victoria,0
639,Macau,1996,Victoria,0
640,Mongolia,1996,Victoria,0
641,Taiwan,1996,Victoria,0
642,Japan,1996,Victoria,"4,340"
643,"Korea, North",1996,Victoria,0
644,"Korea, South",1996,Victoria,"2,550"
645,Bangladesh,1996,Victoria,0
646,Bhutan,1996,Victoria,0
647,India,1996,Victoria,"24,660"
648,Maldives,1996,Victoria,0
649,Nepal,1996,Victoria,0
650,Pakistan,1996,Victoria,0
651,Sri Lanka,1996,Victoria,"26,840"
652,Afghanistan,1996,Victoria,0
653,Armenia,1996,Victoria,0
654,Azerbaijan,1996,Victoria,0
655,Georgia,1996,Victoria,0
656,Kazakhstan,1996,Victoria,0
657,Kyrgyzstan,1996,Victoria,0
658,Tajikistan,1996,Victoria,0
659,Turkmenistan,1996,Victoria,0
660,Uzbekistan,1996,Victoria,0
661,Bermuda,1996,Victoria,0
662,Canada,1996,Victoria,"5,210"
663,St Pierre/Mique,1996,Victoria,0
664,USA,1996,Victoria,"11,650"
665,Argentina,1996,Victoria,"3,800"
666,Bolivia,1996,Victoria,0
667,Brazil,1996,Victoria,0
668,Chile,1996,Victoria,"7,630"
669,Colombia,1996,Victoria,0
670,Ecuador,1996,Victoria,0
671,Falkland Is,1996,Victoria,0
672,French Guiana,1996,Victoria,0
673,Guyana,1996,Victoria,0
674,Paraguay,1996,Victoria,0
675,Peru,1996,Victoria,0
676,Suriname,1996,Victoria,0
677,Uruguay,1996,Victoria,"1,980"
678,Venezuela,1996,Victoria,0
679,"S America, nec",1996,Victoria,0
680,Belize,1996,Victoria,0
681,Costa Rica,1996,Victoria,0
682,El Salvador,1996,Victoria,0
683,Guatemala,1996,Victoria,0
684,Honduras,1996,Victoria,0
685,Mexico,1996,Victoria,0
686,Nicaragua,1996,Victoria,0
687,Panama,1996,Victoria,0
688,Anguilla,1996,Victoria,0
689,Antigua/Barbuda,1996,Victoria,0
690,Aruba,1996,Victoria,0
691,Bahamas,1996,Victoria,0
692,Barbados,1996,Victoria,0
693,Cayman Islands,1996,Victoria,0
694,Cuba,1996,Victoria,0
695,Dominica,1996,Victoria,0
696,Dominican Rep,1996,Victoria,0
697,Grenada,1996,Victoria,0
698,Guadeloupe,1996,Victoria,0
699,Haiti,1996,Victoria,0
700,Jamaica,1996,Victoria,0
701,Martinique,1996,Victoria,0
702,Montserrat,1996,Victoria,0
703,Puerto Rico,1996,Victoria,0
704,St Kitts/Nevis,1996,Victoria,0
705,St Lucia,1996,Victoria,0
706,St Vinc/Grenad,1996,Victoria,0
707,Trinidad/Tobago,1996,Victoria,0
708,Turks/Caicos Is,1996,Victoria,0
709,"Virgin Is, Brit",1996,Victoria,0
710,"Virgin Is, US",1996,Victoria,0
711,St Barthelemy,1996,Victoria,0
712,St Martin (Fr),1996,Victoria,0
713,Bonaire/SE/Saba,1996,Victoria,0
714,Curacao,1996,Victoria,0
715,Sint Maarten Dp,1996,Victoria,0
716,Benin,1996,Victoria,0
717,Burkina Faso,1996,Victoria,0
718,Cameroon,1996,Victoria,0
719,Cabo Verde,1996,Victoria,0
720,Cent Africa Rep,1996,Victoria,0
721,Chad,1996,Victoria,0
722,"Congo, Rep",1996,Victoria,0
